URL,U ID,Public,Derived View,Parent UID,Domain,Type,Name,Visits,Creation Date,Last Update Date (data),Category,Keywords,Downloads,Owner,Contact Email,License,Publication Stage,Published Version Name,Published Version UID,Data Provided By,Source Link,Department,Dataset Page,routing_approval,api_endpoint,Frequency,capabilities,test,definitionExpression,maxScale,htmlPopupType,copyrightText,geometryType,hasAttachments,Publishing Department,defaultVisibility,id,Spatial Reference wkid,Source,displayField,minScale,currentVersion,Agency,Category Tile,Tags,Microsite,owner_uid,View Moderation Status,provenance
https://data.austintexas.gov/d/na3k-2pe2,na3k-2pe2,false,false,,data.austintexas.gov,dataset,TEST *** Calendar - Outlook dataset *** TEST,1,06/12/2014 06:24:00 PM +0000,06/24/2014 08:32:00 PM +0000,,,0,Marbenn Cayetano,,,snapshotted,TEST *** Calendar - Outlook dataset *** TEST,sry5-tbi8,,,Other,,,https://data.austintexas.gov/resource/na3k-2pe2.json,As Needed,,,,,,,,,,,,,,,,,,,,,n7eq-gk2e,Not in Queue,official
https://data.austintexas.gov/d/iw9s-7adf,iw9s-7adf,false,false,,data.austintexas.gov,dataset,Power Partner Thermostat Program,1,10/21/2016 02:59:00 PM +0000,11/07/2016 02:09:00 PM +0000,Utility,"thermostat,energy,cooling,heating,rebate",0,Elaine Lee,,Public Domain,snapshotted,Power Partner Thermostat Program,7jgb-hbdr,Austin Energy,,Austin Energy,,,https://data.austintexas.gov/resource/iw9s-7adf.json,Annually,,,,,,,,,,,,,,,,,,,,,3qbr-w2gj,Not in Queue,official
https://data.austintexas.gov/d/kfig-vxyt,kfig-vxyt,false,false,,data.austintexas.gov,dataset,Number of Residential Units,1,09/24/2015 03:56:00 PM +0000,09/24/2015 05:20:00 PM +0000,Utility,"aegb,green building",0,Adam Pruitt,adam.pruitt@austinenergy.com,Public Domain,snapshotted,Number of Residential Units,2zbb-6p4q,,,Austin Energy,,,https://data.austintexas.gov/resource/kfig-vxyt.json,As Needed,,,,,,,,,,,,,,,,,,,,,9zh2-xq3f,Not in Queue,official
https://data.austintexas.gov/d/f6xt-drxp,f6xt-drxp,true,true,ykw4-j3aj,data.austintexas.gov,map view,Dangerous Doggies,2,06/12/2014 12:17:00 AM +0000,05/05/2016 07:30:00 PM +0000,Public Safety,"dangerous,dogs,public safety,pets,animals",0,DaveInAustin,,,published,,,City of Austin,http://www.austintexas.gov,Animal Services,,,https://data.austintexas.gov/resource/f6xt-drxp.json,As Needed,,,,,,,,,,,,,,,,,,,,,vyav-u6fv,Pending,community
https://data.austintexas.gov/d/yn33-hcxr,yn33-hcxr,false,false,,data.austintexas.gov,dataset,Water Quality Sampling Locations,1,12/11/2013 04:13:00 PM +0000,08/14/2015 11:18:00 PM +0000,Environmental,"water quality,eii,ali,barton springs,lady bird lake,lake austin,salamanders,barton creek,bull creek,bacteria,coli",0,Rob,,Public Domain,snapshotted,Water Quality Sampling Locations,t9gx-rxwg,"City of Austin, Watershed Protection",http://www.austintexas.gov/department/watershed-protection,Watershed Protection,,,https://data.austintexas.gov/resource/yn33-hcxr.json,Quarterly,,,,,,,,,,,,,,,,,,,,,buxt-jupg,Not in Queue,official
https://data.austintexas.gov/d/ijnp-jsrp,ijnp-jsrp,false,false,,data.austintexas.gov,dataset,Energy Efficiency Avoided Emissions 2012,1,09/29/2016 09:27:00 PM +0000,11/07/2016 03:27:00 PM +0000,Utility,"energy efficiency,emissions,energy",0,Elaine Lee,,Public Domain,snapshotted,Energy Efficiency Avoided Emissions 2012,69ir-67ws,Austin Energy,,Austin Energy,,,https://data.austintexas.gov/resource/ijnp-jsrp.json,As Needed,,,,,,,,,,,,,,,,,,,,,3qbr-w2gj,Not in Queue,official
https://data.austintexas.gov/d/5ry2-vdz8,5ry2-vdz8,true,false,,data.austintexas.gov,dataset,Analytics Austin GO Mobile Views 20120801-20120831,4,09/26/2012 05:38:00 PM +0000,09/26/2012 05:48:00 PM +0000,Government,"google analytics,statistics,mobile views",4,Divya Rathanlal,,,snapshotted,Analytics Austin GO Mobile Views,h4as-bnn4,,,Communication and Technology Management,,,https://data.austintexas.gov/resource/5ry2-vdz8.json,Monthly,,,,,,,,,,,,,,,,,,,,,jkqa-55xv,Not in Queue,official
https://data.austintexas.gov/d/hskd-avj9,hskd-avj9,true,false,,data.austintexas.gov,dataset,Creative Content Incentive Program Agreements,1,12/10/2014 03:38:00 PM +0000,12/29/2015 09:05:00 PM +0000,,,0,Melissa Alvarado,kyle.brandon@austintexas.gov,,snapshotted,Creative Content Incentive Program Agreements,qwjz-np8k,,,Economic Development,,,https://data.austintexas.gov/resource/hskd-avj9.json,As Needed,,,,,,,,,,,,,,,,,,,,,kzrv-d9p3,Not in Queue,official
https://data.austintexas.gov/d/nd97-hkr6,nd97-hkr6,false,false,,data.austintexas.gov,dataset,Concurrent Review Online Form,1,09/04/2012 07:51:00 PM +0000,09/12/2012 08:59:00 PM +0000,Permitting,"concurrent,permitting",0,Sara,,,snapshotted,Concurrent Review Online Form,gkeq-sy2x,,,Communication and Technology Management,,,https://data.austintexas.gov/resource/nd97-hkr6.json,As Needed,,,,,,,,,,,,,,,,,,,,,gbgk-fqw2,Not in Queue,official
https://data.austintexas.gov/d/bpst-4c4g,bpst-4c4g,false,false,,data.austintexas.gov,dataset,***TEST FY13 Issued Construction Permits TEST***,1,09/30/2014 07:07:00 PM +0000,10/03/2014 07:27:00 PM +0000,,,0,Marbenn Cayetano,,,snapshotted,***TEST FY13 Issued Construction Permits TEST***,crnu-pwwe,,,Other,,,https://data.austintexas.gov/resource/bpst-4c4g.json,As Needed,,,,,,,,,,,,,,,,,,,,,n7eq-gk2e,Not in Queue,official
https://data.austintexas.gov/d/dqhr-z3k8,dqhr-z3k8,false,false,,data.austintexas.gov,dataset,Green Building Education,3,08/25/2016 04:37:00 PM +0000,11/29/2016 02:52:00 PM +0000,Utility,"green building,education,seminars,graduates,energy,austin energy",0,Elaine Lee,,Public Domain,snapshotted,Green Building Education,gzz4-cedg,Austin Energy,,Austin Energy,,,https://data.austintexas.gov/resource/dqhr-z3k8.json,As Needed,,,,,,,,,,,,,,,,,,,,,3qbr-w2gj,Not in Queue,official
https://data.austintexas.gov/d/krgi-bu4g,krgi-bu4g,false,false,,data.austintexas.gov,dataset,Test Vote It,4,07/20/2013 03:30:00 AM +0000,07/20/2013 03:37:00 AM +0000,,,0,Divya Rathanlal,,,snapshotted,Test Vote It,macs-sx74,,,Communication and Technology Management,,,https://data.austintexas.gov/resource/krgi-bu4g.json,As Needed,,,,,,,,,,,,,,,,,,,,,jkqa-55xv,Not in Queue,official
https://data.austintexas.gov/d/ca2h-hdjr,ca2h-hdjr,false,false,,data.austintexas.gov,dataset,TEST Building Permits,3,04/02/2013 07:03:00 PM +0000,04/17/2013 08:07:00 PM +0000,,,0,opendataatx,,,snapshotted,TEST Building Permits,2rhk-q5nb,,,Other,,,https://data.austintexas.gov/resource/ca2h-hdjr.json,Monthly,,,,,,,,,,,,,,,,,,,,,99uc-9byy,Not in Queue,official
https://data.austintexas.gov/d/2zdv-mx8w,2zdv-mx8w,true,true,7842-dt52,data.austintexas.gov,chart,EMS - FY2015 Top 10 Impressions,28,08/23/2016 02:02:00 PM +0000,08/23/2016 02:00:00 PM +0000,,"atcems,impressions,fy2015",10,Austin-Travis County EMS,,,published,,,,,Emergency Medical Services,,,https://data.austintexas.gov/resource/2zdv-mx8w.json,As Needed,,,,,,,,,,,,,,,,,,,,,4zcf-8die,Approved,official
https://data.austintexas.gov/d/ggf4-kxim,ggf4-kxim,true,true,,data.austintexas.gov,gis map,COA_creek_buffers_07-31-15,2,10/01/2015 04:14:00 PM +0000,08/29/2016 04:05:00 AM +0000,Geodata,"creek buffers,setbacks,critical water quality zone,water quality transition zone",0,shane,,Public Domain,published,,,Watershed Protection Department,,Watershed Protection,,,https://data.austintexas.gov/resource/ggf4-kxim.json,As Needed,,,,,,,,,,,,,,,,,,,,,f2rx-vgcn,Pending,community
https://data.austintexas.gov/d/fd82-39cd,fd82-39cd,true,true,3ebq-e9iz,data.austintexas.gov,filter,COA Commodity Codes,42,07/17/2014 04:29:00 PM +0000,02/20/2017 01:00:00 PM +0000,Financial,"purchasing,commodities,financial,goods,commodity,price,procurement,transparency,austin finance online,buying,procure,city of austin,texas,central texas,financial services,open data,austin",5,Therese Baer,,,published,,,City of Austin Financial Services,https://www.austintexas.gov/financeonline/finance/financial_docs.cfm?ws=1&pg=2,Financial Services,,,https://data.austintexas.gov/resource/fd82-39cd.json,Monthly,,,,,,,,,,,,,,,,,,,,,63jj-rgba,Pending,community
https://data.austintexas.gov/d/ndw7-w3uv,ndw7-w3uv,true,false,,data.austintexas.gov,dataset,Zilker Botanical Garden Sept-Nov 2015 events,1,09/22/2015 01:59:00 PM +0000,12/04/2015 06:36:00 PM +0000,,,0,Betty,betty.pu@austintexas.gov,Public Domain,snapshotted,Zilker Botanical Garden Sept-Nov 2015 events,m87q-f83v,,http://www.austintexas.gov/zilkerbotanicalgarden,Parks & Recreation,,,https://data.austintexas.gov/resource/ndw7-w3uv.json,As Needed,,,,,,,,,,,,,,,,,,,,,wpqw-45f6,Not in Queue,official
https://data.austintexas.gov/d/323z-pvew,323z-pvew,false,false,,data.austintexas.gov,dataset,Oct 2013 TLOR,1,11/01/2013 09:45:00 PM +0000,11/01/2013 09:48:00 PM +0000,,,0,Austin Animal Center,,,snapshotted,Oct 2013 Austin Animal Center Live Outcome Rate,74y5-wjkf,,,Animal Services,,,https://data.austintexas.gov/resource/323z-pvew.json,Monthly,,,,,,,,,,,,,,,,,,,,,p3dk-w2wy,Not in Queue,official
https://data.austintexas.gov/d/ytas-39xt,ytas-39xt,false,false,,data.austintexas.gov,dataset,Refrigerator Recycling Program,2,10/21/2016 03:15:00 PM +0000,10/25/2016 07:10:00 PM +0000,Utility,"refrigerator,recycling,energy",0,Elaine Lee,,Public Domain,snapshotted,Refrigerator Recycling Program,fiit-pxe4,Austin Energy,,Austin Energy,,,https://data.austintexas.gov/resource/ytas-39xt.json,As Needed,,,,,,,,,,,,,,,,,,,,,3qbr-w2gj,Not in Queue,official
https://data.austintexas.gov/d/gxqn-9h6u,gxqn-9h6u,false,false,,data.austintexas.gov,dataset,2016 Bond Brochure Locations for pick-up,1,08/30/2016 06:07:00 PM +0000,10/21/2016 06:53:00 PM +0000,Government,"bond election,mobility,bond brochure",0,saradanae,sara.behunek@austintexas.gov,Public Domain,snapshotted,2016 Bond Brochure Locations for pick-up,jppp-aknv,City of Austin Capital Planning Office,http://www.austintexas.gov/CIP,Capital Planning Office,,,https://data.austintexas.gov/resource/gxqn-9h6u.json,As Needed,,,,,,,,,,,,,,,,,,,,,chmw-padb,Not in Queue,official
https://data.austintexas.gov/d/whqy-i3ve,whqy-i3ve,false,false,,data.austintexas.gov,dataset,Community Sponsorships,2,09/06/2016 04:04:00 PM +0000,10/27/2016 08:54:00 PM +0000,Utility,"community sponsorships,austin energy,energy,sponsors,support",0,Elaine Lee,,Public Domain,snapshotted,Community Sponsorships,a3qx-jqyy,Austin Energy,,Austin Energy,,,https://data.austintexas.gov/resource/whqy-i3ve.json,As Needed,,,,,,,,,,,,,,,,,,,,,3qbr-w2gj,Not in Queue,official
https://data.austintexas.gov/d/d452-r9x3,d452-r9x3,true,false,,data.austintexas.gov,dataset,Austin Water Statistics,2,12/16/2015 08:23:00 PM +0000,05/05/2016 04:49:00 PM +0000,Utility,"water,wastewater,statistics,key facts,gis,customers,capacity",0,Austin Water,,,snapshotted,Austin Water Statistics,87qq-mkwq,Austin Water,http://www.AustinWater.org,Austin Water,,,https://data.austintexas.gov/resource/d452-r9x3.json,Quarterly,,,,,,,,,,,,,,,,,,,,,dg6c-4vht,Not in Queue,official
https://data.austintexas.gov/d/hjd2-6bga,hjd2-6bga,false,false,,data.austintexas.gov,dataset,EOC Activations - City Open Data   HSEM,1,08/06/2015 06:48:00 PM +0000,08/06/2015 07:17:00 PM +0000,Public Safety,"eoc,hsem,disaster,flood",0,Jake Dirr,jake.dirr@austintexas.gov,Public Domain,snapshotted,EOC Activations - City Open Data   HSEM,w635-mmjr,City of Austin Office of Homeland Security and Emergency Management,https://austintexas.gov/department/about-hsem,Other,,,https://data.austintexas.gov/resource/hjd2-6bga.json,As Needed,,,,,,,,,,,,,,,,,,,,,wnhb-trsd,Not in Queue,official
https://data.austintexas.gov/d/9q7a-zifw,9q7a-zifw,false,false,,data.austintexas.gov,dataset,Unified Data - PRES,1,12/30/2013 06:42:00 PM +0000,01/14/2014 04:46:00 PM +0000,,,0,Austin 311,,,snapshotted,Unified Data - PRES,bvd7-tab9,,,Austin Energy,,,https://data.austintexas.gov/resource/9q7a-zifw.json,Daily,,,,,,,,,,,,,,,,,,,,,xy86-z82g,Not in Queue,official
https://data.austintexas.gov/d/e6by-xyg6,e6by-xyg6,true,false,,data.austintexas.gov,dataset,Budget Billing,1,08/17/2015 02:00:00 PM +0000,11/08/2016 05:10:00 PM +0000,Utility,"austin energy,budget billing",0,Shannon Wisner,,Public Domain,unpublished,Budget Billing,2b2e-w4kf,Austin Energy,,Austin Energy,,,https://data.austintexas.gov/resource/e6by-xyg6.json,Annually,,,,,,,,,,,,,,,,,,,,,fxfz-wsmq,Not in Queue,official
https://data.austintexas.gov/d/xwit-xc6q,xwit-xc6q,false,false,,data.austintexas.gov,story,Untitled Story - 04-22-2016,2,04/22/2016 06:12:00 PM +0000,04/22/2016 06:12:00 PM +0000,,,0,Patrick Murphy,,,published,,,,,,,,https://data.austintexas.gov/resource/xwit-xc6q.json,,,,,,,,,,,,,,,,,,,,,,vthg-rhpu,Not in Queue,official
https://data.austintexas.gov/d/94a5-f46r,94a5-f46r,true,false,,data.austintexas.gov,dataset,Refrigerator Recycling Program,1,10/21/2016 03:15:00 PM +0000,12/15/2016 03:31:00 PM +0000,Utility,"refrigerator,recycling,energy",0,Elaine Lee,,Public Domain,snapshotted,Refrigerator Recycling Program,fiit-pxe4,Austin Energy,,Austin Energy,,,https://data.austintexas.gov/resource/94a5-f46r.json,As Needed,,,,,,,,,,,,,,,,,,,,,3qbr-w2gj,Not in Queue,official
https://data.austintexas.gov/d/s3js-ni48,s3js-ni48,false,false,,data.austintexas.gov,dataset,EMS - Quarterly OMD Clinical Performance Indicators,2,01/17/2017 10:20:00 PM +0000,01/18/2017 04:30:00 PM +0000,Public Safety,,0,Austin-Travis County EMS,EMSDataAnalysis@austintexas.gov,,snapshotted,EMS - Quarterly OMD Clinical Performance Indicators,2cxe-9vbj,Austin-Travis County EMS,,Emergency Medical Services,,,https://data.austintexas.gov/resource/s3js-ni48.json,Quarterly,,,,,,,,,,,,,,,,,,,,,4zcf-8die,Not in Queue,official
https://data.austintexas.gov/d/hf9y-ffv5,hf9y-ffv5,false,false,,data.austintexas.gov,dataset,Arc GIS AEGB Rated Projects- FINAL,1,09/08/2015 07:18:00 PM +0000,09/10/2015 05:47:00 PM +0000,Utility,,0,Adam Pruitt,,Public Domain,snapshotted,Arc GIS AEGB Rated Projects- FINAL,it7k-79qg,,,Austin Energy,,,https://data.austintexas.gov/resource/hf9y-ffv5.json,As Needed,,,,,,,,,,,,,,,,,,,,,9zh2-xq3f,Not in Queue,official
https://data.austintexas.gov/d/6tin-muus,6tin-muus,false,false,,data.austintexas.gov,dataset,FME TEST - APD Incident Extract 2008,1,11/22/2013 09:25:00 PM +0000,12/27/2013 04:48:00 PM +0000,,,0,Marbenn Cayetano,,,snapshotted,FME TEST - APD Incident Extract 2008,7sf3-s6fe,,,Other,,,https://data.austintexas.gov/resource/6tin-muus.json,As Needed,,,,,,,,,,,,,,,,,,,,,n7eq-gk2e,Not in Queue,official
https://data.austintexas.gov/d/t7by-yue9,t7by-yue9,false,false,,data.austintexas.gov,dataset,Debt Service Coverage,2,09/19/2016 05:23:00 PM +0000,09/19/2016 05:23:00 PM +0000,Utility,"debt service,finance,austin energy,utilities,bond ratings,equity,debt",0,Elaine Lee,,Public Domain,snapshotted,Debt Service Coverage,isev-msr7,Austin Energy,,Austin Energy,,,https://data.austintexas.gov/resource/t7by-yue9.json,Annually,,,,,,,,,,,,,,,,,,,,,3qbr-w2gj,Not in Queue,official
https://data.austintexas.gov/d/mbnq-j3wv,mbnq-j3wv,true,false,,data.austintexas.gov,dataset,EOC Activations - City Open Data   HSEM,2,08/06/2015 06:48:00 PM +0000,08/06/2015 08:58:00 PM +0000,Public Safety,"eoc,hsem,disaster,flood",0,Jake Dirr,jake.dirr@austintexas.gov,Public Domain,snapshotted,EOC Activations - City Open Data   HSEM,w635-mmjr,City of Austin Office of Homeland Security and Emergency Management,https://austintexas.gov/department/about-hsem,Other,,,https://data.austintexas.gov/resource/mbnq-j3wv.json,As Needed,,,,,,,,,,,,,,,,,,,,,wnhb-trsd,Not in Queue,official
https://data.austintexas.gov/d/m5qy-y276,m5qy-y276,false,false,,data.austintexas.gov,dataset,***TEST FY13 Issued Construction Permits TEST***,1,09/30/2014 07:07:00 PM +0000,10/03/2014 02:35:00 PM +0000,,,0,Marbenn Cayetano,,,snapshotted,***TEST FY13 Issued Construction Permits TEST***,crnu-pwwe,,,Other,,,https://data.austintexas.gov/resource/m5qy-y276.json,As Needed,,,,,,,,,,,,,,,,,,,,,n7eq-gk2e,Not in Queue,official
https://data.austintexas.gov/d/7zh6-mvqr,7zh6-mvqr,true,true,ewqz-mrzs,data.austintexas.gov,filter,Electric utiltiy revenue bonds - electric separate lien,1,08/11/2016 07:32:00 PM +0000,12/15/2016 07:41:00 PM +0000,Utility,"""bond ratings"",""credit quality"",debt",4,Elaine Lee,,Public Domain,published,,,Austin Energy,,Austin Energy,,,https://data.austintexas.gov/resource/7zh6-mvqr.json,Annually,,,,,,,,,,,,,,,,,,,,,3qbr-w2gj,Pending,official
https://data.austintexas.gov/d/ti8v-kzst,ti8v-kzst,true,true,43eg-euh2,data.austintexas.gov,chart,EMS  - Trauma Alert Trauma Center Transport Compliance Chart,12,01/20/2017 06:08:00 PM +0000,01/20/2017 03:52:00 PM +0000,Public Safety,"ems,atcems,clinical data,clinical performance,clinical measures,patient care,trauma,alert",4,Austin-Travis County EMS,EMSDataAnalysis@austintexas.gov,,published,,,Austin-Travis County EMS,,Emergency Medical Services,,,https://data.austintexas.gov/resource/ti8v-kzst.json,Quarterly,,,,,,,,,,,,,,,,,,,,,4zcf-8die,Approved,official
https://data.austintexas.gov/d/3nt9-k9rh,3nt9-k9rh,false,false,,data.austintexas.gov,dataset,***TEST Tree Permits Issued TEST***,3,10/03/2014 02:27:00 PM +0000,10/03/2014 07:25:00 PM +0000,,,0,Marbenn Cayetano,,,snapshotted,***TEST Tree Permits Issued TEST***,94eg-pgse,,,Other,,,https://data.austintexas.gov/resource/3nt9-k9rh.json,As Needed,,,,,,,,,,,,,,,,,,,,,n7eq-gk2e,Not in Queue,official
https://data.austintexas.gov/d/p2t2-u5wp,p2t2-u5wp,false,false,,data.austintexas.gov,dataset,Energy Efficiency Annual Energy Savings ( MWH),3,09/08/2016 04:00:00 PM +0000,09/08/2016 04:00:00 PM +0000,Utility,"energy efficiency,savings,energy,austin energy",0,Elaine Lee,,Public Domain,snapshotted,Energy Efficiency Annual Energy Savings ( MWH),28vy-j5vt,,,Austin Energy,http://austinenergy.com/wps/portal/ae/about/reports-and-data-library/customer-energy-solutions-program-updates/,,https://data.austintexas.gov/resource/p2t2-u5wp.json,As Needed,,,,,,,,,,,,,,,,,,,,,3qbr-w2gj,Not in Queue,official
https://data.austintexas.gov/d/yifr-5ydy,yifr-5ydy,false,false,,data.austintexas.gov,dataset,TEST Lobbyist TEST,1,10/02/2015 07:54:00 PM +0000,03/03/2016 05:21:00 PM +0000,,,0,Marbenn Cayetano,,,snapshotted,TEST Lobbyist TEST,n4mz-hy7q,,,Other,"<a href=""https://data.austintexas.gov/browse?Additional-Information_Department=Health+and+Human+Services&sortBy=relevance&utf8=%E2%9C%93&q=fdhealth"">Health</a>",,https://data.austintexas.gov/resource/yifr-5ydy.json,As Needed,,,,,,,,,,,,,,,,,,,,,n7eq-gk2e,Not in Queue,official
https://data.austintexas.gov/d/s7pp-ww7i,s7pp-ww7i,false,false,,data.austintexas.gov,dataset,Energy Efficiency Avoided Emissions 2012,1,09/29/2016 09:27:00 PM +0000,11/07/2016 03:29:00 PM +0000,Utility,"energy efficiency,emissions,energy",0,Elaine Lee,,Public Domain,snapshotted,Energy Efficiency Avoided Emissions 2012,69ir-67ws,Austin Energy,,Austin Energy,,,https://data.austintexas.gov/resource/s7pp-ww7i.json,As Needed,,,,,,,,,,,,,,,,,,,,,3qbr-w2gj,Not in Queue,official
https://data.austintexas.gov/d/iwdz-epxg,iwdz-epxg,true,false,,data.austintexas.gov,dataset,Traffic Signal Status [BETA],4,05/10/2016 02:17:00 PM +0000,11/09/2016 07:42:00 PM +0000,,"transportation,mobility,transit,traffic signals,roadways,intersections",0,John Clary,john.clary@austintexas.gov,,snapshotted,Traffic Signals on Flash,5zpr-dehc,Austin Transportation Deparment,,Austin Transportation,,,https://data.austintexas.gov/resource/iwdz-epxg.json,Hourly,,,,,,,,,,,,,,,,,,,,,8t3r-wq64,Not in Queue,official
https://data.austintexas.gov/d/nam7-aakv,nam7-aakv,false,false,,data.austintexas.gov,dataset,Austin Green Infrastructure Inventory,3,09/18/2012 10:21:00 PM +0000,10/09/2012 07:30:00 PM +0000,Environmental,,0,Rob,robert.clayton@austintexas.gov,,snapshotted,,,,,Watershed Protection,,,https://data.austintexas.gov/resource/nam7-aakv.json,As Needed,,,,,,,,,,,,,,,,,,,,,buxt-jupg,Not in Queue,official
https://data.austintexas.gov/d/g7ru-h4gx,g7ru-h4gx,false,false,,data.austintexas.gov,dataset,2016 Bond Brochure Locations for pick-up,1,08/30/2016 06:07:00 PM +0000,10/21/2016 06:46:00 PM +0000,Government,"bond election,mobility,bond brochure",0,saradanae,sara.behunek@austintexas.gov,Public Domain,snapshotted,2016 Bond Brochure Locations for pick-up,jppp-aknv,City of Austin Capital Planning Office,http://www.austintexas.gov/CIP,Capital Planning Office,,,https://data.austintexas.gov/resource/g7ru-h4gx.json,As Needed,,,,,,,,,,,,,,,,,,,,,chmw-padb,Not in Queue,official
https://data.austintexas.gov/d/gibe-4zna,gibe-4zna,true,false,,data.austintexas.gov,dataset,Building a Better Austin: Action Steps,2,07/10/2015 04:24:00 PM +0000,12/10/2015 10:21:00 PM +0000,Government,"zucker,action plan,dsd,paz,development,services,planning,zoning,permitting,building,permits,site plan,subdivision,historic,one stop shop,one texas center,land development code,pdr,pdrd",1,Julia,PDRhelp@austintexas.gov,Public Domain,snapshotted,Building a Better Austin: Action Steps,6s5y-evgf,Development Services Department (DSD) and  Planning and Zoning Department (PAZ),http://www.austintexas.gov/roadmap,Development Services,,,https://data.austintexas.gov/resource/gibe-4zna.json,As Needed,,,,,,,,,,,,,,,,,,,,,g2b7-fzfu,Not in Queue,official
https://data.austintexas.gov/d/ghru-3bhi,ghru-3bhi,false,false,,data.austintexas.gov,dataset,Test Dataset,1,03/21/2016 04:00:00 PM +0000,03/28/2016 10:01:00 PM +0000,,,0,Sarah Lambert,,,snapshotted,Test Dataset,v63w-n57w,,,Austin Energy,,,https://data.austintexas.gov/resource/ghru-3bhi.json,As Needed,,,,,,,,,,,,,,,,,,,,,c433-zrb5,Not in Queue,official
https://data.austintexas.gov/d/hf2b-e672,hf2b-e672,false,false,,data.austintexas.gov,dataset,EMS - Incidents by Month,1,10/16/2014 01:33:00 PM +0000,10/22/2014 06:02:00 PM +0000,Public Safety,"ems,incidents",0,Austin-Travis County EMS,EMSDataAnalysis@austintexas.gov,,snapshotted,EMS - Incidents by Month,gjtj-jt2d,Austin-Travis County EMS,http://www.austintexas.gov/department/ems,Emergency Medical Services,,,https://data.austintexas.gov/resource/hf2b-e672.json,Monthly,,,,,,,,,,,,,,,,,,,,,4zcf-8die,Not in Queue,official
https://data.austintexas.gov/d/62kp-gq89,62kp-gq89,true,false,,data.austintexas.gov,dataset,Municipal Court Caseload Information FY 2010,2,11/13/2013 11:04:00 PM +0000,07/07/2015 03:46:00 PM +0000,Public Safety,"court,municipal,violation",0,Jim Warren,,,snapshotted,Municipal Court Caseload Information FY 2010,c69b-fkfx,City of Austin,http://www.austintexas.gov,Municipal Court,,,https://data.austintexas.gov/resource/62kp-gq89.json,Monthly,,,,,,,,,,,,,,,,,,,,,rjt7-ysrk,Not in Queue,official
https://data.austintexas.gov/d/ujte-ta6x,ujte-ta6x,false,false,,data.austintexas.gov,gis map,Single Member Council Districts,1,10/27/2014 04:32:00 PM +0000,08/28/2016 05:40:00 PM +0000,,,1,prentice,,,published,,,,,,,,https://data.austintexas.gov/resource/ujte-ta6x.json,,,,,,,,,,,,,,,,,,,,,,6pp6-vw59,Not in Queue,official
https://data.austintexas.gov/d/txht-q67v,txht-q67v,true,true,hcnj-rei3,data.austintexas.gov,chart,povertyraceaffordablemedianchange,3,10/28/2015 06:22:00 PM +0000,08/07/2015 05:31:00 PM +0000,Neighborhood,"housing market study,affordability,housing",0,eqhelwig,,Public Domain,published,,,NHCD,,Neighborhood Housing and Community Development,,,https://data.austintexas.gov/resource/txht-q67v.json,As Needed,,,,,,,,,,,,,,,,,,,,,knip-3exm,Pending,community
https://data.austintexas.gov/d/8uhz-7tqc,8uhz-7tqc,true,true,3ebq-e9iz,data.austintexas.gov,filter,All Types of  Doors,4,01/07/2015 02:58:00 PM +0000,02/20/2017 01:00:00 PM +0000,Financial,"purchasing,commodities,financial,goods,commodity,price,procurement,transparency,austin finance online,buying,procure,city of austin,texas,central texas,financial services,open data,austin",4,seidmeyer,,,published,,,City of Austin Financial Services,https://www.austintexas.gov/financeonline/finance/financial_docs.cfm?ws=1&pg=2,Financial Services,,,https://data.austintexas.gov/resource/8uhz-7tqc.json,Monthly,,,,,,,,,,,,,,,,,,,,,2awu-a5tg,Pending,community
https://data.austintexas.gov/d/2q9v-3izh,2q9v-3izh,false,false,,data.austintexas.gov,dataset,TEST Sound Permits,2,04/01/2013 06:22:00 PM +0000,04/01/2013 06:26:00 PM +0000,,,0,opendataatx,,,snapshotted,TEST Sound Permits,dz5s-mxzk,,,Other,,,https://data.austintexas.gov/resource/2q9v-3izh.json,Monthly,,,,,,,,,,,,,,,,,,,,,99uc-9byy,Not in Queue,official
https://data.austintexas.gov/d/juni-ugjr,juni-ugjr,false,false,,data.austintexas.gov,dataset,TEST*** Standard Product List 2015 ***TEST,2,01/14/2016 05:50:00 PM +0000,04/04/2016 09:09:00 PM +0000,,,0,Marbenn Cayetano,,Public Domain,snapshotted,TEST*** Standard Product List 2015 ***TEST,tpwe-vngk,,,Austin Water,,,https://data.austintexas.gov/resource/juni-ugjr.json,Quarterly,,,,,,,,,,,,,,,,,,,,,n7eq-gk2e,Not in Queue,official
https://data.austintexas.gov/d/gkju-s4m9,gkju-s4m9,false,false,,data.austintexas.gov,dataset,Golf Courses in Austin,2,06/03/2013 08:27:00 PM +0000,06/04/2013 06:49:00 AM +0000,Fun,"golf,golf course,locations,tee time,scorecard",0,AustinGo,parks@austintexas.gov,Public Domain,snapshotted,Golf Courses in Austin,dtkn-v97q,Parks and Recreation Department,http://www.austintexas.gov/department/golf-austin-public-links,Parks & Recreaction,,,https://data.austintexas.gov/resource/gkju-s4m9.json,As Needed,,,,,,,,,,,,,,,,,,,,,czye-wfgc,Not in Queue,official
